storeName,email,phoneNumber,city,website,facebookPage,country,phones
Great M Phone Flashing / Repair and accesaries,gmsoundstudio@gmail.com,+260 972583114,"Choma, Choma, Zambia",,https://www.facebook.com/Greatmundando,zambia,yes
Masanga's phone and accessories update,,+260 776386212,"choma town , Choma, Zambia",,https://www.facebook.com/profile.php?id=100088524741111,zambia,yes
EXCEL Mobile PHONE Accessories,excelmobil2022@gmail.com,+260 974835800,"Choma, town , Choma, Zambia",,https://www.facebook.com/profile.php?id=100083002165833,zambia,yes
Uncle D the Phone Doctor,simasikudavid23@gmail.com,+260 970616627,"Choma, town , Choma, Zambia",,https://www.facebook.com/profile.php?id=100082588488376,zambia,yes
Bovern c Phone repair shop,bovernchiyakamba@gmail.com,+260 979385745,"Choma, Zambia",bovernchiyakamba.com,https://www.facebook.com/profile.php?id=100086482742466,zambia,yes
Phone swap PA choma,Moffatmulambya3@gmail.com,+260 970291761,"Choma, Zambia",Swap.com,https://www.facebook.com/profile.php?id=100065606914551,zambia,yes
Arnold Software Inc. Mobile Gadgets And Accessories Store,Arnoldsoftware19@gmail.com,+260 971495541,"Macha, Choma, Zambia",dienoworldwidemusic.is-best.net,https://www.facebook.com/arnoldsoftwarecompany,zambia,yes
Jaitech Mobile Online Shop,trivertymoono@gmail.com,+260 976537741,"Macha , Choma, Zambia",,https://www.facebook.com/profile.php?id=100089083989180,zambia,yes
Sam Mobile,,+260 973766604,"Neopack ,Along livingstone rd, Choma, Zambia",,https://www.facebook.com/sammobiletec,zambia,yes
Mongu phone samples,In-store pickup,+260 963708672,"mboo street, Mongu, Zambia",,https://www.facebook.com/profile.php?id=100069245498339,zambia,yes
Nchimz simz phone repair,nchimunyasimeenda8@gmail.com,+260 966850021,"Mongu, Zambia",,https://www.facebook.com/profile.php?id=100076946103537,zambia,yes
Focus Second hand phone services,,+260 974095088,"Mongu, Zambia",,https://www.facebook.com/profile.php?id=100063916540547,zambia,yes
Kenz Mobile Centre,khanchayi@yahoo.com,+260 777526676,"Mazabuka, Zambia",,https://www.facebook.com/profile.php?id=61554604589312,zambia,yes
Mobile Giants Store  (Fumbelo Chinyama Innovations),fumchinyama@gmail.com,+260 976917221,"Mazabuka, Zambia",,https://www.facebook.com/profile.php?id=100064279864019,zambia,yes
Ba chief phone s center Investment,,+260 777199171,"Mazabuka, Zambia",bachiefphonescenterinvestment.com,https://www.facebook.com/profile.php?id=100077424213996,zambia,yes
FemTee's Internet Smart Phone Settings,benjaminlikombazm@gmail.com,+260 950522958,"Mazabuka, Zambia",yfame.com,https://www.facebook.com/profile.php?id=100063639481172,zambia,yes
PHONE,emmanuelanastasia22@gmail.com,+260 961143097,"matanda market shop #7 kafue, Kafue, Zambia",,https://www.facebook.com/profile.php?id=100087526801279,zambia,yes
Chux Deadlocks mobile saloon,Mulumbuchuuma@gmail.com,+260 977272193,"Kafue, Zambia",,https://www.facebook.com/profile.php?id=100063690229964,zambia,yes
Phone services,phoneservices.com,+260 962348539,"Kwacha East , Kitwe, Zambia",phoneservices.com,https://www.facebook.com/profile.php?id=100063705559862,zambia,yes
McDonald Chilufya phone accessories,mcdonaldchilufya9@gmail.com,+260 765532072,"Kitwe, Zambia",mcdonaldchilufya.com,https://www.facebook.com/profile.php?id=100082995469515,zambia,yes
Don choki & hachili accesories and phone reparing,happychiwisalipuku1997@gmail.com,+260 960736598,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100075822746262,zambia,yes
Business of phone in kitwe otherwise kalulushi town,stenfordmuchimba.com@gmail.com,+260 979988220,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100066535373602,zambia,yes
LAND of the best phone accessories  (Your money is valuable),davidmalangi727@gmail.com,+260 760058724,"Chimwemwe, Kitwe, Zambia",http.DMaccessories/chimz.co.com,https://www.facebook.com/profile.php?id=100063840224018,zambia,yes
Mr phone access pa chamboli market kitwe,,+260 767787920,"Kitwe , Chamboli, Zambia",,https://www.facebook.com/profile.php?id=61553643906320,zambia,yes
Make money with your phone real money,Timothyluwi3@gmail.com,+260 967914497,"Chamboli, Zambia",,https://www.facebook.com/profile.php?id=100069871786148,zambia,yes
Uncle Dee's Phone's and Accessories,ndhlovudingani67@gmail.com,+260 964619621,"kitwe, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100089679136774,zambia,yes
Marc’ UK preowned iPhone store,Marcuschipili07@gmail.com,+260 962137285,"Kitwe town, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100087166943222,zambia,yes
KAY-Z Irepair PHONE servicing,,+260 976995024,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100064232941226,zambia,yes
Bypass any Android phone,renemutombo517@gmail.com,+260 770690560,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100086391724945,zambia,yes
Simply SmartPhone Vybez,,+260 961782906,"Cha Cha Cha, Zambia",,https://www.facebook.com/profile.php?id=100076555145459,zambia,yes
Zee & Wap Phone Accesories Ltd,chimbokailarich@gmail.com,+260 969533029,"Cha Cha Cha, Zambia",,https://www.facebook.com/profile.php?id=100064165625155,zambia,yes
JOY PLAZA PHONE CASES,,+260 969827722,"Behind Buchi after lechwe, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100090063426999,zambia,yes
The Phone Shed,thephoneshedzm@gmail.com,+260 974104549,"Kalemba Drive, Parklands, Kitwe., Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100090426075502,zambia,yes
Smart phone's in Kitwe,,+260 760284128,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100064322822761,zambia,yes
Ck Electronics & Phone Repair,CKelectronics@gmail.com,+260 966572852,"Kitwe Lusaka Ndola, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=61551285450569,zambia,yes
Mobile phone shop and accesories,Chizojack@gmail.com,+260 965774375,"Kitwe, Kitwe, Zambia, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100077045412677,zambia,yes
Dial A Phone Zambia,dialaphonezm@gmail.com,+260 765688972,"KITWE,LUSAKA & EASTERN PROVICE, Kitwe, Zambia",dialaphone.website3.me,https://www.facebook.com/profile.php?id=100089021434025,zambia,yes
Dial A Phone Zed,dialaphonezed@gmail.com,+260 761228700,"Kitwe, Zambia",,https://www.facebook.com/dialaphonezed,zambia,yes
MC phone’s and accessories,costernh2019@gmail.com,+260 961787635,"Chingola, Zambia · Ndola, Zambia · Mufulira, Zambia · Kasumbalesa, Democratic Republic of the Congo · Solwezi, Zambia · Chililabombwe, Zambia · Chambeshi, Zambia · Kalulushi, Zambia",,https://www.facebook.com/profile.php?id=100063914980488,zambia,yes
Deejade Phone Plug,blessingsphiri143@gmail.com,+260 761915724,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100076409109804,zambia,yes
Premium mobile phone,zbyjtw@gmail.com,,"Zambia, Kitwe, Zambia",whatsapp.com/channel/0029VaDHqk19Gv7LtN9fXi1R,https://www.facebook.com/profile.php?id=61552684055054,zambia,yes
Dracx Dracx Phone Accessories,,+260 764613652,"Kitwe town , Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100083729022099,zambia,yes
KITWE PHONE Center Limited,,+260 964811866,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100083142251803,zambia,yes
Hugs Code phone,,+260 774540119,"Kana, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=61553945698673,zambia,yes
Phone world,ezrakayo90@gmail.com,+260 961131119,"Kitwe, Kitwe, Zambia",phoneworld.websites.co.in,https://www.facebook.com/phoneworld9,zambia,yes
PETA’s Phone and Accessories,,+260 973955498,"Kitwe, Zambia",,https://www.facebook.com/JocyFresh,zambia,yes
Phone paradise,,+260 760259471,"Lm3430, Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100077748287031,zambia,yes
THK Boutique & Phone Store,Mannasephiri@gmail.com,+260 765236863,"Nkana-Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100063892666124,zambia,yes
Mat Phone Store,Matkabwe@gmail.com,+260 964303608,"one way, Kitwe, Zambia",youtube.com/channel/UCuBTmfq-ZDC1YWhYqjCDe6Q,https://www.facebook.com/profile.php?id=100083268186277,zambia,yes
Phone accessories  (Ngulube),athurngulube46@gmail.com,+260 760029207,"Chimwemwe , Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100054666914610,zambia,yes
"Mimi en J Phone Supplies, General Dealer.  (George)",,+260 971586805,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100062944674092,zambia,yes
Penstar electronics phone fixing and laptops,penstarelectronics@gmail.com,+260 974013557,"Kitwe, Zambia",,https://www.facebook.com/profile.php?id=100077355953577,zambia,yes
ZOX TECH Phone flashing and computer softwares,omenchongo0961@gmail.com,+260 762786847,"burton, Chifubu, Zambia",,https://www.facebook.com/ZOXTEC,zambia,yes
Easten Wales Phone & Computer Repairs & Accessaries,temboj662@gmail.com,+260 962381968,"President Avenue , Ndola, Zambia",,https://www.facebook.com/repairitza,zambia,yes
Best Laptop and I phone deals,thebestdeals911@gmail.com,+260 977818921,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100043693423846,zambia,yes
SMART PHONE software repair,,+260 972845063,"Kansenshi marker inside, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100068907189343,zambia,yes
AM A phone repair,,+260 760717410,"Pamodzi, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100066598664943,zambia,yes
Tug-argan phone repair,www.chrispious1@gmail.com,+260 963322199,"Tug-argan barrack, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100090229055942,zambia,yes
Phone Dealer & acc,goodsontanasho2@mail.com,+260 966190577,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064158640168,zambia,yes
"L&S PHONE Suppliers,Ndola"".",Bandaluckson30@gmail.com,+260 964543436,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100076433461667,zambia,yes
Amasampo Ndola iPhone,,+260 960928769,"Ndola, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100091839974687,zambia,yes
BM phone accessories,,+260 777984129,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100078119675767,zambia,yes
Musa’s Phøñë śtõrê,Nsomakafula@gmail.com,+260 969861835,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064836876406,zambia,yes
Zoe.com Stationery & Phone accessories,benardmukonde130@gmail.com,+260 965748028,"Ndola, Zambia",,https://www.facebook.com/zoe.com.co,zambia,yes
Dee's Phone Photography,Dalitsonanda50115@gmail.com,+260 961591651,"Ndola, Zambia",,https://www.facebook.com/Dalisso069,zambia,yes
Teris Phone Solutions,,+260 760349696,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=61554209678428,zambia,yes
One Stop Phone-Flashing,ngosachibwe7@gmail.com,+260 963484277,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100054635400676,zambia,yes
Aarotech phones and phone accesories,Aaronchilekwa689@gmail.com,+260 966500452,"Ndola , Ndola, Zambia",,https://www.facebook.com/profile.php?id=61550483641829,zambia,yes
Ebeneezer laptops and phone supplies,,+260 978396959,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063544162808,zambia,yes
Bebetel Phone Repairing,Edwardzimba21@gmail.com,,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100084074298926,zambia,yes
Muks Phone Palace,Mukukachombacool@gmail.com,+260 967759480,"Ndola, Zambia",,https://www.facebook.com/MuksPhonePalace,zambia,yes
Zingla Phone Thrift,zinglapt@gmail.com,+260 974269155,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=61558772154847,zambia,yes
Phone's accessories online shop,,+260 968640256,"lubuto, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100085563684535,zambia,yes
ATP phone repair shop,,+260 976738512,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064305154113,zambia,yes
Mevic phone and accessories .,,+260 973476185,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100092437034905,zambia,yes
miracles phone shop,mwenyabill@gmail.com,+260 967500710,"minemasala, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100054272179938,zambia,yes
Tamyo's Phone Shop & Accessories,,+260 977745760,"Chimwemwe Road, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100057595653928,zambia,yes
PHONE planet ZM,,+260 760969271,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100083299008730,zambia,yes
DEE's mart mobile quality dry fish products,Cosamyoram9@gmail.com,+260 978814445,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064058674143,zambia,yes
Royalty mobile ,,+260 963489471,"Broadway Ndola , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100082330706332,zambia,yes
Small Deal mobile phones and accessories sales  (Small deal),Winardsikanyika12@gmail.com,+260 767834113,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100076055260961,zambia,yes
Katel Mobile Stores,Adrianchipasha@gmail.com,+260 961904942,"President Avenue , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100076282054502,zambia,yes
Educanion,sales@educanion.com,,"Northrise, Ndola, Zambia",educanion.com,https://www.facebook.com/educanion.mobile,zambia,yes
T&J Mobile Car Wash  and Cleaning Servicës,,+260 763247727,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100078426631462,zambia,yes
Fortress Mobile Extra Lessons and Professional Writings,giftchalwe1@gmail.com,+260 964175124,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063795319611,zambia,yes
unz auto mobile repairing service,,+260 963798593,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100050841596270,zambia,yes
Mira's Mobile Cleaning Services,mirriamchibwe92@gmail.com,+260 962871307,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100083085443206,zambia,yes
Auto mobile entertaining,chabalapeter7@gmail.com,+260 971797269,"Ndola, Zambia",ame.com,https://www.facebook.com/profile.php?id=100063924679495,zambia,yes
Smart Mobile Store,smartmobilezm@gmail.com,+260 966767262,"Shop 2B, BroadWalk Shopping Complex, Broadway Road, Ndola, Zambia",,https://www.facebook.com/smartmobilestorezm,zambia,yes
Bj mobile.,,+260 776793230,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=61552978004205,zambia,yes
Bricom Mobile Link,elijahchansa26@gmail.com,+260 772551000,"Town center , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100090868885250,zambia,yes
Auto mobile engineering,chabalapeter7@gmail.com,+260 971797269,"Ndola, Zambia",Ame.www.zm.com,https://www.facebook.com/profile.php?id=100066222266338,zambia,yes
Sensors Mobile Store & Apparel Clothing,emmanuel99sensor@gmail.com,+260 965517982,"Ndola, Zambia, Ndola, Zambia",,https://www.facebook.com/sensorsClothing,zambia,yes
LT Mobile and Accessories,,+260 968215584,"Masala market  along one way road near star oil filling station, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100083129449009,zambia,yes
Trona’s Mobile Store,terrytrona24@icloud.com,+260 975281082,"Ndola town  center , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064053726522,zambia,yes
Link Mobile Store,linkstore0123@gmail.com,+260 979646358,"Town Centre , Ndola, Zambia",,https://www.facebook.com/mikekatukanji,zambia,yes
PC Mobile,franciscajpatrick@gmail.com,+260 956754402,"Z-mart mall , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063716763001,zambia,yes
MAX Mobile,,+260 962146625,"Ndola, Zambia",,https://www.facebook.com/TeamTuforeign,zambia,yes
Gift mobile store,giftkainda11@icloud.com,+260 969712968,Mulungushi street,,https://www.facebook.com/profile.php?id=100083534829988,zambia,yes
Emmz Mobile Repair,emmzmobilerepair@gmail.com,+260 968089321,"NKWAZI MARKET NEAR THE BUS STATION OPPOSITE BUKARI HEALTH SHOP, Ndola, Zambia",g.page/emmz-mobile-repair?share,https://www.facebook.com/EmmzMobileRepair,zambia,yes
Bluetech Mobile,,+260 212 620 612,"President Avenue, Ndola, Zambia",,https://www.facebook.com/bluetechzambia,zambia,yes
All Season Mobile Fish Supply,allseasonsupply@gmail.com,+260 977181946,"Allseasonfishsupply@gmail.com, Ndola, Zambia",,https://www.facebook.com/tastyfish2016,zambia,yes
DownTown online mobile store,,+260 967308103,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063831081979,zambia,yes
ARIEL Mobile Centre,rsiakalima@gmail.com,+260 977242613,"Chapasuka building,  president avenue,  ndola Zambia , Ndola, Zambia",,https://www.facebook.com/computerphones,zambia,yes
Caxy Mobile Elctrncs,Albert.katapa.chanda@gmail.com,+260 964855992,"Ndola, Zambia",,https://www.facebook.com/CaxyMobileElectronics,zambia,yes
T.M Mobile Investment,tapiwamaponga18@gmail.com,+260 767130564,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100082898171340,zambia,yes
Katel Mobile Stores,Blackmessiah26@icloud.com,+260 979062918,"President avenue , Ndola, Zambia",,https://www.facebook.com/profile.php?id=100093220477823,zambia,yes
Bluetech mobile company,,+260 963228592,"Manyama secondary school po box kalumbila, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100064678274539,zambia,yes
DMJ mobile stores,Tembodavid656@gmail.com,+260 962362508,"1020, Ndola, Zambia",,https://www.facebook.com/profile.php?id=100068693021978,zambia,yes
Tony mobile store,Tonymwewa@icloud.com,+260 967476523,"Room 14 
Chemopharm building 
President avenue 
Ndola Zambia",wa.me/260967476523,https://www.facebook.com/Tonymwewa23,zambia,yes
Mobile nursing services,$,+260 973870781,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100078187870631,zambia,yes
Mobile Stationary online,jamescmwenya@gmail.com,+260 970331152,"Ndola, Zambia",,https://www.facebook.com/yvpbroz,zambia,yes
Frank’s mobile center,Chidahsakala@gmail.com,+260 779651715,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063715975150,zambia,yes
Mobile Wardrobe,,+260 962843206,"Ndola, Zambia",,https://www.facebook.com/profile.php?id=100063707943664,zambia,yes
Phone Clinic Mobile Service technology chongwe branch,Www.phoneclinic.com.zm,+260 978983860,"Chongwe, Zambia",Www.phoneclinic.com.zm,https://www.facebook.com/profile.php?id=100063821599311,zambia,yes
RYZON &EMMA's phone accessories,,+260 776607684,"Chikuli area, Chongwe, Zambia",,https://www.facebook.com/profile.php?id=61557244047072,zambia,yes
"CHAD Mobile Phones,Computers,Accessories & Repairing",chamaputa246@gmail.com,+260 973062445,"Chongwe town market, Chongwe, Zambia",,https://www.facebook.com/profile.php?id=100083285771869,zambia,yes
C&C Auto Mobile Machanics,,+260 973359925,"Chongwe, Zambia",Www.ccinvestments.com,https://www.facebook.com/profile.php?id=100068446202919,zambia,yes
New Dawn Mobile Accessories Store,Trevorhatembo8@gmail.com,+260 972972700,"Chongwe market, Chongwe, Zambia",,https://www.facebook.com/profile.php?id=100082988996340,zambia,yes
Evaristo Mobile accessories,Www.kasonde.com,+260 971732775,"Market, Chongwe, Zambia",Www.kasonde.com,https://www.facebook.com/profile.php?id=100063707966448,zambia,yes
Mobile TUTOR,,+260 974388925,"Chongwe, Zambia",,https://www.facebook.com/profile.php?id=100064659350008,zambia,yes
Jungle Mobile Cleaning Services,zulubinas77@gmail.com,+260 977514808,"Chongwe, Zambia",,https://www.facebook.com/profile.php?id=100085182176437,zambia,yes
Mobile City phones paradise Zambia,,+260 971246333,"Cha Cha Cha Road, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100089706081408,zambia,yes
Black Storms Mobile DEALS,chipangilamulenganelson@gmail.com,+260 971530117,"Lusaka, Zambia · Town Center, WA",,https://www.facebook.com/profile.php?id=100067761724393,zambia,yes
Friends Mobile Zone,azamshah9@gmail.com,+260 977757770,"Nkwazi Road next to book Hut, Lusaka, Zambia",,https://www.facebook.com/FriendMobileZone1,zambia,yes
Phone accessories,,+260 972923371,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100082866865746,zambia,yes
Sweet Sounds' Phone Accessories,miraclechibeka@gmail.com,+260 977880142,"Lusaka, Lusaka, Zambia",,https://www.facebook.com/MiracleTheNextMillionaire,zambia,yes
Mr iPhone Zambia,nelsonmakupe@gmail.com,+260 977700718,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100083374830662,zambia,yes
OX & KCM Phone Accessories,,+260 975715339,"Pathway complex , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100087050860798,zambia,yes
Phone Accessories,,+260 977448681,"Chipalamba , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100065212462336,zambia,yes
L.n phone accessories,Louisnyambe@icloud.com,+260 776014111,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100086036238857,zambia,yes
T Flex phone repair,,,"Lusaka, Zambia",,https://www.facebook.com/jaybwoy80,zambia,yes
Thirdtech Phone Dealers,thirdtech20@gmail.com,+260 974582464,"Lusaka, Zambia",,https://www.facebook.com/thirdtechphonedealers,zambia,yes
Leta phone yako olo Tenga phone yako,,+260 974433988,,,https://www.facebook.com/profile.php?id=100077390738368,zambia,yes
"Meanwood agent phone plots House rent, house for sale",pettiey20@gmail.com,+260 979905620,"meanwood kwamwena , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100083332399024,zambia,yes
PHONE master,,+260 978710139,"Chachacha road dapp opposite batta, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100066809108593,zambia,yes
Shalom curtain rails am in Lusaka chawama snow white madaliso my phone numb,,+260 975293362,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100064120329103,zambia,yes
MA Phone Guru.,Not yet rated (3 Reviews),+260 979250808,"limson house, Lusaka, Zambia",,https://www.facebook.com/kashishapazed,zambia,yes
Chikwetenu Phone Accessories & General Dealers,,+260 966928052,"Lusaka, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100090579620966,zambia,yes
I phone for sale,Www.iPhone.com,+260 961750558,"Kabwe, Lusaka, Zambia",Www.iPhone.com,https://www.facebook.com/profile.php?id=100075687804995,zambia,yes
Apex electronics and mobile phone accessories,,+260 973010696,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100064020910501,zambia,yes
Phones and phone accessories suppliers,,+260 777297918,"Opposite limatawa, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100088338502127,zambia,yes
Selling and buying at phone  City,Savageyoung048@emil.com,,", Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100080311096191,zambia,yes
Samuel and Daniel Out-Fit and PHONE,Samuelmatukuta10@gmial.com,+260 975211772,"Apollo, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100087068561888,zambia,yes
Phaelz Technologies.com Supplies of computers/phone and repairing,Www.phaelztecnologies.com,+260 977603858,"Lusaka, Zambia",Www.phaelztecnologies.com,https://www.facebook.com/profile.php?id=100069020395308,zambia,yes
Pepsam Phone Tech daily Solution Let's talk All kinds Of Ama-sampo Everyday,pepsamphonetechdailysolution.em@yahoo.com,+260 960470548,"Petauke-Chipata-Zambia, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100066273680985,zambia,yes
zakerlya  new phone's 11,zakeyoalayani@gmail.com,+260 979177141,"am at I post downtown, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100085494744809,zambia,yes
D.k. business center  phone repair and accessories,,+260 977610365,"Lusaka bauleni , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100063492383565,zambia,yes
"CJ's barbershop,hair saloon and phone accessories",,+260 975690580,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100069061299061,zambia,yes
Gidion Masai plating my phone number,,+260 976059337,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100067221922098,zambia,yes
Cloud Vision Stationary and Phone Accessories,jamesmusonda99@gmail.com,,"Lusaka, Zambia",getinspiredwithmustafa.com,https://www.facebook.com/profile.php?id=100063760821834,zambia,yes
Let's try again phone repair & accessories,,+260 770819812,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100066394125016,zambia,yes
Uncle chopas international barbing and phone repair,lusakachopas@gmail.com,+260 777226778,"Great East, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100064377510771,zambia,yes
Gilbert stores cheap gadgets and phone accessories,Gilbertmubiana6@gmail.com,+260 973467837,"Opposite Lavy mall, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100075987335066,zambia,yes
S A Phone Repairs Ng'ombe Cpnd,,+260 770779494,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100072417313713,zambia,yes
"Elijah General Dealers, Supplies All Phone Accessories.",,+260 979051293,"KABANANA, CHIPATA JUNCTION , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100083568514102,zambia,yes
Jones's iPhone and all accessories,slytonemoomba@gmail.com,+260 978530763,"Woodlands, Lusaka, Zambia",Www.Jiphone.com,https://www.facebook.com/profile.php?id=100083080133060,zambia,yes
Business supply of phone on pay slow for 3months and printing T.shirts,,+260 960554415,"Makeni mall, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100064300590988,zambia,yes
On Top Solution Phone Services & Accessories,vansevans95@gmail.com,+260 979930209,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100083087659818,zambia,yes
Ask How to Repair All Phone Softwere Problems,Olivermushiri@gmail.com,+260 975555130,"Matero, Zambia",phonesoftwere.com,https://www.facebook.com/profile.php?id=100063537082850,zambia,yes
"Apple Original AirPods, Phone Accessories And Wireless Headsets",timothysimbeye512@gmail.com,+260 763211353,"Lusaka, Lusaka, Zambia, Lusaka, Zambia",,https://www.facebook.com/timothy.alfred.55,zambia,yes
Smart computer  and mobile phone solutions,,+260 969477970,"Lusaka, Zambia",,https://www.facebook.com/frimartcomputers,zambia,yes
Mr Banda phone repair and accesories,katebekatebe2018@gmail.com,+44 7898 884147,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100058855862292,zambia,yes
Fast k electronics and phone accessories,,+260 979923493,"Chiparamba road, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100094538543410,zambia,yes
Zed Phone Suppliers and Cregs list,elishaepk947@gmail.com,+260 967584976,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100054620821883,zambia,yes
Fast I electronics and phone accessories,Agrippachirwa89@gmail.com,+260 962723507,"Chiparamba road, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=61552595906273,zambia,yes
Mattlens Technologies,matt2410@gmail.com,+260 976494804,"1first  Flow office #12R at Musus kalenga's building along freedom lusaka.zambia, Lusaka, Zambia",WWW.MATTCOMPUTERS.COM,https://www.facebook.com/MattComputersAndPhoneDealers,zambia,yes
Ppszm,kensiwingwa@gmail.com,+260 777009008,"Iringa mall shop no.25, Lusaka, Zambia",,https://www.facebook.com/ProfessionalPhoneSolutionszm,zambia,yes
Katesa Electronics Galore,,+260 977517657,"Lusaka chalala, Lusaka, Zambia",,https://www.facebook.com/Phonedealer2017phone,zambia,yes
Reutritech phone and computer accessories,,+260 970020017,"130/20 chipata road Banana area, Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100066772268685,zambia,yes
E Tech Smart Phone Dealers,,+260 950827480,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100086017354809,zambia,yes
D_ PHONE Flashing n Training,,+260 972860311,"Chiwala Mabwe, Zambia",,https://www.facebook.com/flashingtools.net,zambia,yes
FLYINGTECHi phone and accessories,,+260 777596431,"Lusaka , Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100087806577105,zambia,yes
Rex's Phone Gadgets & beyond,rexfamous11@gmail.com,+260 970345724,"Lusaka, Lusaka, Zambia",rexspgadgets.com,https://www.facebook.com/profile.php?id=61553835000197,zambia,yes
Jr The Phone Plug,Kaomamwewa730@gmail.com,+260 777912685,"Lusaka, Zambia",,https://www.facebook.com/profile.php?id=100086390316942,zambia,yes
