storeName,city,phoneNumber,website,facebookPage,email,country,phones
99GADGETSHOP BUKITTINGGI,Jl. Dr. Hamka No.58,2 821-7353-0099,https://www.instagram.com/99gadgetshop_bkt/?hl=en,https://www.facebook.com/99GadgetShopPadang/,,indonesia,yes
Bukittinggi Ponsel Store 2 Bukittinggi,Jl. Minangkabau Gang No.1,2 838-6309-8403,,,,indonesia,yes
Aussie Cellular,Jl. Minangkabau No.Kel No.1,2 752 627248,,,,indonesia,yes
Holly store (premium acc & service),Jl. Hafid Jalil No.78,2 812-6179-9071,,,,indonesia,yes
Desri erafone bkt,"Depan swalayan niagara, Sebelah prodia, indonesia, Jl. Perintis Kemerdekaan No.2f",2 822-8797-4454,,,,indonesia,yes
Smartphone Service Center,Jl. Perintis Kemerdekaan No.31,,,,,indonesia,yes
Reno sari (Erafone),Jl. Perintis Kemerdekaan No.2F,2 815-3677-3009,,,,indonesia,yes
DEFA CELL,Jl. Soekarno Hatta,2 812-6163-5099,,https://www.facebook.com/p/Defa-Cell-100080259326482/?paipv=0&eav=AfYKJJDm91vG7w1OTgbmX685wJWXJgi8Gisy4Ae4GyBigrl-QzvONBcb9QhCSIjl5ho&_rdr,,indonesia,yes
DAYAT CELL,Jl. Sudirman,2 813-6330-1106,,https://www.facebook.com/dayat.cellular.1/?locale=it_IT,,indonesia,yes
Ram Cell 1,Jl. Perintis Kemerdekaan No.Kel,2 812-6711-277,,,,indonesia,yes
A1 Phonsel,"M9W9+JV8, Komplek Pasar Atas Jalan Minang Kabau",2 853-7470-7774,,,,indonesia,yes
Meteor,Jl. Perintis Kemerdekaan No.33 37,2 821-7317-7999,,,,indonesia,yes
MONIC CELL,Komplek Ruko Jl. Sudirman No.1,2 821-7317-3189,,,,indonesia,yes
Andromeda PhoneCell,Jl. Pemuda No.21,2 822-8303-8304,,,,indonesia,yes
Top Cellular,Jl. Prof. Hazairin No.Kel,2 822-8532-9810,,,,indonesia,yes
HANIF CELL,"Bandung 1, Indonesia, Banten",2 838-2999-0077,,https://www.facebook.com/p/Hanif-Cell-100064652210418/?locale=fo_FO,wanda.gumelar@gmail.com,indonesia,yes
GUDANG GADGET,M9PJ+W4G,2 812-7629-0867,,https://www.facebook.com/tripledgadget/,,indonesia,yes
Ozone Phone Cell,"M9HH+H34, Jl. Sudirman",2 823-8496-6665,,https://www.facebook.com/profile.php?id=100054491769402,,indonesia,yes
Tekno Ponsel cabang birugo,Jl. Raya Padang Panjang - Bukittinggi No.28-14,2 822-8338-9800,,https://www.facebook.com/p/tekno_ponseel-100063717633983/?locale=hi_IN&paipv=0&eav=AfbehpKN1gSAnim5OeVC8BCZa6MgcJi6KrZ1twp-5YjKwQ4tfhVw4hdE0qS3eneEwds&_rdr,tenoponsel002@gmail.com,indonesia,yes
Gallery Ponsel,Jl. Dr. Hamka No.15,2 812-7669-6765,,https://www.facebook.com/tlpon0816773247/,,indonesia,yes
Iguana Cell,"Pasar Atas, Jl. Minangkabau No.2",2 813-6546-2291,,https://www.facebook.com/p/IGUANA-CELL-100042719592840/?paipv=0&eav=AfYNiVrxjtkhKMMPMgoUEHF1QMSNs0u8kPTJUgAnYVKwM3lm-pFyIRV7Gm8PTBbfMAU&_rdr,,indonesia,yes
Exeroom Cell,Jl. Tigobaleh,2 852-6302-8293,,,,indonesia,yes
indah phonecell2,"P999+58V, Jl. By Pass",2 852-6313-7994,,https://www.facebook.com/indah.phonecell/,,indonesia,yes
OPPO Service Center Bukittinggi,Jl. Pemuda No.15 D,2 752 6481263,,,,indonesia,yes
Angkasa Mobile,Jl. Jhoni Anwar No.6e No. 6c/e,,,,,indonesia,yes
Creative Mobile - Iphone Center,Jl. Dr. Sutomo No.109B,2 812-7612-3666,mycreativemobile.com,https://www.facebook.com/CreativeMobilePadang/,,indonesia,yes
Bias Ponsel,Jl. Patimura No.3D Blok E,2 761 8401750,bias.com,https://www.facebook.com/BiassPKU/,,indonesia,yes
dubai smartphone,Jl. Bandar Damar No.5a,2 823-8464-5134,,,,indonesia,yes
NAT Mobile,Jl. Raya Ampang No.30,2 813-7279-8173,,,,indonesia,yes
APPLE Z MOBILE,Jl. Dr. Sutomo No.34,2 811-6677-770,,,,indonesia,yes
Jacky Cellular Thamrin,Jl. Karya No.Kelurahan,2 751 39100,,https://www.facebook.com/profile.php?id=100067127769405,,indonesia,yes
LUXURY Mobile Store Bukittinggi,,,,,,indonesia,yes
Mobile Shop,Jl. Lintas Sumatra No.184,,,https://www.facebook.com/p/Mobile-shop-100075873834401/,,indonesia,yes
Global Teleshop - Basko Grand Mall,"kebun sirih raya kav.63, Jakarta, Indonesia, Jakarta",2 817-7910-0168,linktr.ee/globalteleshop,https://www.facebook.com/globalteleshop/,cs@globalteleshop.co.id,indonesia,yes
Nat Mobile Lubuk Alung,"Pariaman, West Sumatra, Indonesia · Indo, East Nusa Tenggara, Indonesia · Koto Padang, West Sumatra, Indonesia",2 822-8796-4912,,https://www.facebook.com/profile.php?id=100068139692656&paipv=0&eav=AfYplETtJId6gBXsf0hPeVL7g8oT1HWIMMU5OM49g3kXlZi3mHyHOwl7OcuZoKh-LhI,natmobilelubukalung@gmail.com,indonesia,yes
AAcell&phone Mobile Store,"Q92X+PG8, Jl. Raya Pakan Kamih",2 812-8023-8186,,,,indonesia,yes
USM Smartphone,Jl. Minangkabau,2 852-8177-4568,,,,indonesia,yes
Sumbar Smartphone Pasaman Barat,Jl. Prof. Hamka Jl. Raya SP. Empat,2 851-7110-1903,sumbarsmartphone.com,https://www.facebook.com/sumbarsmartphone,sumbarsmartphone@gmail.com,indonesia,yes
Sarana Smartphone ID,Jl. Dr. Sutomo No.78,2 852-1414-1423,,https://www.facebook.com/Didisaranasmartphone,,indonesia,yes
Jayafone Shop,"Q24Q+MQP, Jalan Simpang, Jl. Sekayu - Lubuk Linggau",2 813-6802-6802,,https://www.facebook.com/jayaphone.jayaphone/,,indonesia,yes
Fix Mobile,Jl. S. Parman No.222,2 822-8346-1986,,,,indonesia,yes
Sumsel smartphone,"C34F+JR3, Unnamed Road",2 813-7399-5051,,https://www.facebook.com/sumsel.smartphone/?locale=zh_CN&paipv=0&eav=AfazLK5NA__aDFEX7fCcIXl__VvPjFHTiz7MJRS98ooPNIXQqRZM0JZjASRIz5BzaZU&_rdr,,indonesia,yes
Sumbar Smartphone Solok,"pasar pandan, Jl. KH. Ahmad Dahlan",2 812-7673-0954,,https://www.facebook.com/sumbarsmartphone/,,indonesia,yes
Red Phone Cell,"JL. SM. Raja, No. 62, Sigambal",2 813-7025-4312,,,,indonesia,yes
Media Smartphone Solok,Jl. Prof. Dr. Moh. Yamin Sh No.2,2 813-7213-3270,,,,indonesia,yes
My Phone Cellular,Kelurahan Jl. Imam Bonjol No.11 C,2 812-6123-9000,,,,indonesia,yes
Ma phone store,"Rantau prapat, Jl. Sirandorung",2 822-1058-0608,,,,indonesia,yes
Fedofone Store,Jl. Andalas Timur No.28A,2 811-1665-8180,,https://www.facebook.com/fedofone.store/,,indonesia,yes
K-one Smartphone,·,2 823-8748-4848,,,,indonesia,yes
JAYAMA PHONSEL,W Trans Sumatera Hwy,2 822-7736-7098,,https://www.facebook.com/commerce/listing/668777684113717/?media_id=0&ref=share_attachment,,indonesia,yes
Toko Nughe Cellular,8R3V+4HR,,,,,indonesia,yes
Smartphone Cell,Jl. Lubuk Bendahara No.Kelurahan,2 895-4220-44128,,https://www.facebook.com/smartphone.cell.79,,indonesia,yes
IMAM CELLULAR STORE,Jl. Kol. H. M. Nurdin Nst No.45,2 853-5811-9940,,https://www.facebook.com/imamcellularstore/,imamcellularstore@gmail.com,indonesia,yes
Sarana Smartphone Solok,Jl. KH. Ahmad Dahlan No.108,2 852-7477-2000,linktr.ee/saranasmartphone_solok,https://www.facebook.com/saranasmartphone,saranasmartphoneofficial@gmail.com,indonesia,yes
OPPO Brand Store,Jl. Imam Bonjol Kelurahan No.21C,2 21 29076776,,,,indonesia,yes
Randi Cell,"5MX8+Q6F, Jl. Nasir Sutan Pamuncak",,,https://www.facebook.com/randi.cell.1/,,indonesia,yes
21 Cell,Jl. Belibis No.6 Blok D,2 823-8740-0700,,,,indonesia,yes
Solok Ponsel Tanah Garam,Jl. Ki Hajar Dewantoro No.178b,2 852-6592-3666,,,,indonesia,yes
LUD-V Ponsel,3GFH+9PW,2 813-9616-8999,,https://www.facebook.com/p/LUD-V-Ponsel-100083384984592/?paipv=0&eav=Afa2pLKTjCHFeb-Y0WwOHgrnuxxgjZPW06dKHiofMV2DC7D1tMYwFNIL7WJUcFCOan8&_rdr,luthfiarief53@gmail.com,indonesia,yes
Mobile store,Jl.brigjen katamso km 2 no 91/93 kel.kamboja kec. Tpi barat,2 812-6899-8248,mobilestore22.blogspot.com,https://www.facebook.com/Mobilestoreworld/,,indonesia,yes
Lara cellular,Jl. Tan Malaka No.199-195,2 812-6649-464,,https://www.facebook.com/laracellular?__tn__=-UC*F,,indonesia,yes
Jaya Ponsel 3,"43FG+C79 Simpang MTS) Kelurahan, Jl. Lintas Sumatra",2 822-8303-2727,,https://www.facebook.com/p/Jaya-Ponsel-100069042067919/,,indonesia,yes
AR PHONE STORE,"6M66+RFG, Jl. Cindua Mato",2 823-8387-9357,,https://www.facebook.com/armobilestore17/,,indonesia,yes
Cahaya Cellular,"Pulomas, Jakarta, Indonesia, Jakarta",2 878-8782-5629,cahayacell.com,https://www.facebook.com/profile.php?id=100066729053987,,indonesia,yes
Marvelous Cell,"8WMP+M25, Jl. Prof. M. Yamin",2 813-7454-3178,,,,indonesia,yes
Cahaya Phone Cell & Computer,Jl. Lintas Sumatera No.Km 1,2 852-6336-0058,,,,indonesia,yes
Emo Cell,"6M27+VHW, Jl. Datuk Perpatih Nan Sebatang",,,,,indonesia,yes
Langganan Celular,Jl. Yos Sudarso No.401,2 823-8730-4122,,,,indonesia,yes
Raja Ponsel,Jl. KH. Ahmad Dahlan No.111,2 821-6780-7789,https://www.instagram.com/rajaponselcom/?hl=en,https://www.facebook.com/profile.php?id=100069530833768,,indonesia,yes
Padang Gadget Solok,Jl. Prof. Dr. Moh. Yamin Sh No.2,,,https://m.facebook.com/padanggadgetid.solok/videos/471756874762219/,,indonesia,yes
Medium Cell,"5MP2+XGG, Jalan Raya Padang - Solok Jorong Galanggang Tangah",2 898-0089-721,,,,indonesia,yes
Palembang Ponsel,"VH37+237, Jl. Trans Sumatera Bukittinggi - Padang Sidempuan",,,https://www.facebook.com/handphonepalembang.ponsel/?locale=sw_KE&paipv=0&eav=AfZ5Y7Q6hNmw3sv_Z4RlyBpVdBTU1J8MbQJTXYXbm6MoflCBRFVo_bQCouUbOYKJS28&_rdr,,indonesia,yes
Repindo Cellular,Jl. KH. Ahmad Dahlan,2 823-8610-8009,,,,indonesia,yes
Antos Cell,"9V94+9RV, Jl. Raya Tj. Ampalu",,,https://www.facebook.com/anto.cell.144/,,indonesia,yes
Gifty cell,"6J6R+XR5, Jl. Ki Hajar Dewantoro",2 823-9039-9229,,,,indonesia,yes
HR GEMILANG cell,Jl. Pulai No.8,2 813-7428-4924,,https://www.facebook.com/p/HR-Gemilang-cell-Solok-100065586575872/?locale=hi_IN,,indonesia,yes
JM Cellular,Jl. Raya Panyakalan,2 822-8387-9295,,https://www.facebook.com/jmcellular.horombawa/,,indonesia,yes
AK PHONE,Jl. Kolonel Abunjani No.73,2 811-1513-333,,https://www.facebook.com/AKphonelebanon/photos/?paipv=0&eav=AfZQy1YOOyh1TKo8VF00PFjLLcgrGVAc99mQs-UlBLcvTgqu95s0gFblC0zhut5VlH4&_rdr,,indonesia,yes
Orange Shop,"SEBELAH BAKSO SOLO BERSERI, Jl. Kapten Pattimura SIMPANG STM ATAS No.85",2 812-7451-8603,,https://m.facebook.com/people/Orange-Shop/100071050332133/,,indonesia,yes
Hapeworld,Jl. A. Yani No.KM.2,2 811-5888-000,hapeworld.com,https://www.facebook.com/Hapeworld?locale=tr_TR,hotline@hapeworld.com,indonesia,yes
Wijaya Phone,"Plasa Simpanglima, Plasa 2 Lantai 3, Jalan jendral Ahmad Yani Nomor 1, Karangkidul, Semarang Tengah",2 813-9319-9909,,https://www.facebook.com/al.barra.5015/,,indonesia,yes
Indo Mobile,"Lokasari Square Lt. 1 Blok B No. 8, Jl. Raya Mangga Besar, RT.6/RW.2",2 823-1801-5353,indomobilebusiness.com,https://www.facebook.com/indomobbus,indomobbus@gmail.com,indonesia,yes
WTC Surabaya,Jl. Pemuda No.27-31,2 31 5319310,,https://www.facebook.com/p/WTC-Surabaya-100068739712366/?paipv=0&eav=AfaVO9bKESe7TMMsC5K60YXMJy6HPuy-qwxO5FBR2g437UayfkycBGATJbWcrZ8tMQc&_rdr,,indonesia,yes
King Star Cell,Jl. Urip Sumoharjo No.61,2 852-4272-9999,,https://www.facebook.com/kingstar668/photos/?tab=albums&paipv=0&eav=AfaWiJVI4oT7BHI7w0NhqCqOTx9IFhCnxJxdLsbAAHufDo6qikEQ4ACD6whtIOdOPm8&_rdr,,indonesia,yes
Akina,Jl. Andi Makkasau,2 822-7566-5669,,,,indonesia,yes
Toko Elika Seluler,"8V8G+FF3, Jl. Diponegoro",,,,,indonesia,yes
CS. 02,Jl. Sultan Hasanuddin No.61,2 813-5535-4354,,,,indonesia,yes
Selebes Selular,Jl. Gatot Subroto No.43A,2 451 452775,,https://www.facebook.com/selebes.selular.50/?locale=is_IS,,indonesia,yes
Jho Cell 1,8VGQ+JPH,,,,,indonesia,yes
MOBILE cell,"Jalan Pongtiku No.69, Singki, Rantepao",2 812-1455-6677,,,,indonesia,yes
Aqila Cell,"8V9P+47V, Jl. Pengayoman",2 853-4089-0898,,https://www.facebook.com/ndahtrianafashionshop/,,indonesia,yes
Bunda Cell,"4VV6+86X, Jl. Poros Majene - Mamuju",2 813-4031-0386,,,,indonesia,yes
JEFINDO TEKNOLOGI DUMAI,"Jalan Hasanudin, Kelurahan No.27",2 822-8428-9124,shopee.co.id/jefindoteknologi,https://www.facebook.com/jefindoteknologidumai?locale=ar_AR&paipv=0&eav=AfZLylbIV7bYzivRcjt1bLROxP8wZev_MHYXcDwIpaeTCT_8wjCgj7WgwT7gUMpYkzc,,indonesia,yes
MATAHARI CELL 03,"8VFQ+9C9, Jl. AP. Pettarani",2 853-6597-6798,,https://www.facebook.com/matahari.cell.3/?paipv=0&eav=AfaS5Z-aX3kwQrYEuR9Qrgf1VdO2aFm7D-ZQBGrdIKyqEjHztmj2MrApMfbAiYzRi1Q&_rdr,,indonesia,yes
Bintang farel mamuju,Jl. Ahmad Yani No.32,2 852-3015-3944,,,,indonesia,yes
Nusantara Phone Store,Jl. Poros Majene - Mamuju,2 813-5559-5955,,https://www.facebook.com/p/Nusantara-Phone-Store-100066987182227/?paipv=0&eav=AfbcIWb0WQJFppxgFgiGd6Dh7sfxurbD_Z8rcX3V6Vx0PS4xRCFIqGHFSHJJbZ7OVJs&_rdr,,indonesia,yes
Syeisa Cell,Jl. Tengku Cik Ditiro No.51,,,,,indonesia,yes
Indocell Berau,"3VVG+27R, Jl. Wolter Monginsidi Lorong V",0-822-8060-1535,,https://www.facebook.com/indocell.berau.5/,,indonesia,yes
WIRDA PHONE,"8VG4+F4Q, Jl. Abdul Malik Pattana Endeng",2 852-5578-2484,,,,indonesia,yes
Smart jaya phone,"3VX9+4QC, Jl. Patimura",,,https://www.facebook.com/profile.php?id=100032304801044,,indonesia,yes
avivi cell,Jl. Mamuju - Kalukku No.38,2 812-4198-6069,,,,indonesia,yes
Sweet Cell,"8V6G+PM4, Jl. Abd. Syakur",,,,,indonesia,yes
Athif Cell,"VQRH+4W2, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
BabeCell,Jl. Mamuju - Kalukku No.1,2 813-4199-9990,,https://www.facebook.com/babecell.babecell/,,indonesia,yes
Adhi Cell,"5V76+262, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
Mitra Jaya Cell,"8V7G+QMC, Jl. Diponegoro",,https://www.instagram.com/mitrajayacellular/?hl=en,https://www.facebook.com/p/MITRA-JAYA-CELL-100068030827490/?locale=lv_LV,,indonesia,yes
Libra Cell,"RRV8+RHP, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
EIght Plus Cell Mamuju,"Jln. Pababari no.10, Mamuju, Indonesia, West Sulawesi",2 853-9994-1337,,https://www.facebook.com/Eightpluscell/,,indonesia,yes
ALVIAN CELL MAMUJU,Jl. Poros Majene - Mamuju No.60,2 812-4126-7542,,,,indonesia,yes
Mandiri Cell,"Ujung Kota, Jl. Poros Mamasa",,,https://www.facebook.com/people/Mandiri-cell/100064210446499/?paipv=0&eav=AfY52eyR4qCBcPGYgPYKf34mEz4xhexHTTE8JB4W-sPFDLvhHgAVQ5fFdK9ff2wohnw&_rdr,,indonesia,yes
Eras Phone Cell,"8V5F+W43, Jl. Abd. Syakur",,,,,indonesia,yes
Aisyah cellular servis handphone,Jl. A. Yani,2 877-5637-3793,,https://www.facebook.com/aisyahcellular/,,indonesia,yes
Cahya Phone Cell,"8VGV+XMH, Jl. Maccirinnae",2 858-9247-6217,,https://www.facebook.com/p/Cahaya-Phone-Cell-100063769524434/?paipv=0&eav=AfbvWMyG8vTU4ftlRcRgXc3JShtQHsKUC6vdWvhJZn3v8uN-eJuja7knGm84MoAZnBU&_rdr,khusni487@gmail.com,indonesia,yes
Monster Cell,Jl. Abd. Syakur,2 812-4170-4171,chat.whatsapp.com/l486ev7kvez2gvdyom5zrc,https://www.facebook.com/jenmonstercell/,jeanfmf65@gmail.com,indonesia,yes
UWAIS CELL (JUAL SPAREPART HP & SERVICE HP MURAH),"8V9Q+9R2, Jl. H. Baharuddin Lopa",2 851-4439-4109,,https://www.facebook.com/p/Uwais-Cell-100063745404187/?paipv=0&eav=AfYvZqYAAPgSTYUU7qI8VaRdYWmDObsca2sgeC8SowmXJUcZAlMJCw_fG4ekwPAsPK4&_rdr,,indonesia,yes
Armakala Cell,"8V8M+MWG, Jl. Pengayoman",,,https://www.facebook.com/p/Armakala-cell-100068064907980/?paipv=0&eav=AfZct6jIPsTbXQ8bSiKU35RzhRULavclYIgInMLVL9y2rPzwrSgNP6SLJiXvyUfP2Zw&_rdr,,indonesia,yes
Rezky Cell,"8V7J+XJX, Jl. Pababari",,,https://www.facebook.com/rezky.cell.58/,,indonesia,yes
Ashila Cell,"8V7R+FWM, Jl. Husni Thamrin",,,,,indonesia,yes
RA HANDPHONE (JUAL BELI HP BEKAS/BARU) MAMUJU,JLN IR DJUANDA ( JALUR 2,2 813-1255-5546,,https://www.facebook.com/RA.HANDPHONE/?paipv=0&eav=AfZ4fvAaE5-UOv4N6uR8vlaqbKLl6K0gG27pWV5sv5PBK_a5hRIHV5JbZJGjtItmqyc&_rdr,,indonesia,yes
AbdillahCell,·,2 821-7387-0536,,,,indonesia,yes
OPPO Service Center Mamuju,Jl. Andi Makkasau,2 426 2322922,,,,indonesia,yes
BLACK BOX,4RX6+R75,,,,,indonesia,yes
Erafone Tarailu,"M5MG+XFC, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
Apu' Ponsel,"4RXQ+733, Unnamed Road",2 821-9352-3940,,,,indonesia,yes
Galeri Phonsel,"8V7J+H5V, Jl. Pababari",853-4387-1662,,https://www.facebook.com/mobilestore.mobilestore.587/,,indonesia,yes
Nurlina Cell,F327+XQJ,,,,,indonesia,yes
UTAMA CELL,"C25H+CWG, Jl. Lkr. Bandara",,,https://m.facebook.com/utamacell.cell/,,indonesia,yes
RA HANDPHONE 2,"BTN GRAHANUSA 2/2, Blk. C No.14",2 852-1497-2453,,https://www.facebook.com/RA.HANDPHONE/?paipv=0&eav=AfZ4fvAaE5-UOv4N6uR8vlaqbKLl6K0gG27pWV5sv5PBK_a5hRIHV5JbZJGjtItmqyc&_rdr,,indonesia,yes
ANGKASA CELL,"8V76+J68, Jl. RE Martadinata",2 823-5028-8147,,https://www.facebook.com/p/Angkasa-Cell-100077719324805/?locale=mt_MT,,indonesia,yes
Emank Cell,Jl. Pababari,2 822-2738-9999,,https://www.facebook.com/emank.cell.7/,,indonesia,yes
YUSRI CELL,"8V7J+P59, Jl. Pababari",,,https://www.facebook.com/yusri.cell.7/,,indonesia,yes
AYYASH CELL,"8V4F+MGG, Jl. Soekarno Hatta",,,,,indonesia,yes
157 Cellular,"8V85+M85, Jl. Abdul Malik Pattana Endeng",,,,,indonesia,yes
Ifha Cell,"8VGV+WMH, Jl. Maccirinnae",,,,,indonesia,yes
Akbar Cell & Akbar Shoes,"jln.sirandorung simpang glugur, Rantauprapat, Indonesia, North Sumatra",2 822-1319-1662,,https://www.facebook.com/p/Akbar-Cell-Akbar-Shoes-100066380657100/?paipv=0&eav=AfZ6krB94h06eJarrpQVSmwMOU7YNw476ixtRtnUQfzj_ufnzoYY1EpmAl3PsWSWNCw&_rdr,,indonesia,yes
Mepu Cell,"F2WF+53R, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
DZAKY CELL,"XVP4+QX8, Jl. Poros Majene - Mamuju",2 823-4646-3111,,,,indonesia,yes
Dua Enam Cell,"QR2R+48X, Jl. Poros Majene - Mamuju",2 859-6429-4992,,,,indonesia,yes
KONTER MARSYA CELL,8WQG+GRR,2 812-1024-7166,,,,indonesia,yes
HARUN PONSEL,Jl. Maccirinnae,,,https://www.facebook.com/dzaky.cell.1/?paipv=0&eav=AfZYzQHjuG5uY8ZojBcfY83DzCu7rZbL4WaluAiqp6NU5wViiu7VPT14QPyleLZ0qME&_rdr,,indonesia,yes
Eshal Celluler,"QRJQ+X76, Jl. Poros Majene - Mamuju",,,,,indonesia,yes
Noem,"H88V+V4R, Jl. Bulu",2 813-5480-1780,,,,indonesia,yes
Ratna_Cell,3VFG+9HG,,,https://www.facebook.com/people/Ratna-Cell/100009213825754/?paipv=0&eav=AfYmn8ExLPtO0RwB9z2_X1sdtBXj_n_K0yv2Ry7JiM5MxPc-4q4Q_f7raeffNmn2Q7k&_rdr,,indonesia,yes
ABDILLAH CELLULAR,"HC64+94G, Jl. Mangondang",,,,,indonesia,yes
Rangga Cell,"H955+75G, Jl. Poros Majene - Mamuju",,,https://www.facebook.com/rangga.cell.1/,,indonesia,yes
Al-Nur Cell,"C2FW+4R7, Jl. Lkr. Bandara",,,,,indonesia,yes
Makmur Jaya Cellular,Jl. Wolter Monginsidi No.30,0-877-1444-4585,,https://www.facebook.com/people/Makmur-Jaya-Cellular/100050886467275/?paipv=0&eav=AfaQKWLQviKuXwTVWzh4m37aTzYtAJAknXq4HjcUBI1jTfH1s6RhY2hQdcpds8AmYj4&_rdr,,indonesia,yes
JHO CELLULER,Jl. Poros Majene - Mamuju,2 819-3392-0555,,,,indonesia,yes
Jemziq Celluler,Jl. Andi Macca Amirullah,2 853-9756-6111,,https://www.facebook.com/jhajjha.jemziq/?locale=ms_MY&paipv=0&eav=AfZ6-p1acdKhL6moLUt2fsEpfCuwlhqabVnXBWcFvoIeGUdzZkzG23YaVATiUkMUlDA&_rdr,,indonesia,yes
Kios Fatimah Cell,"C25H+6QM, Jl. Lkr. Bandara",,,,,indonesia,yes
ALSA CELLULAR,34JF+R7H,,,https://www.facebook.com/alsa.cellular/,,indonesia,yes
Sm Cell,F359+CWP,2 813-5643-3212,,,,indonesia,yes
Mataram Cellular,"Pulogadung Trade Center JL. Bekasi Raya ( Sultan Hamengku Buwono 9 ) km 21, Rawa Terate, Cakung, 13920 Jakarta, Indonesia, RW.3",2 812-1904-4445,,https://www.facebook.com/Mataram.cell/?locale=et_EE,,indonesia,yes
Galaxy Phone,"Q9G6+5R3, Jl. Mataram",,,,,indonesia,yes
KLA Computer Semarang,"Ruko Mataram Plaza, D8, RW.9",2 895-6167-97777,kla.co.id,https://www.facebook.com/profile.php?id=61556888660650&paipv=0&eav=AfZXMeATY0vGK4iAa0bf4M8KEpfrhOcQfbhJ1I6wR2RuEsT8yXHw_aS93CCNfevmBfE,marketing@3gpowercomputer.com,indonesia,yes
TOKO MAJU (AMENG),Jl. Ir. Sutami,2 725 660192,,https://www.facebook.com/profile.php?id=100063952936328&paipv=0&eav=AfajeT73b7PN4sKWXokSEW3ZScCDlzjIKGU-vNCYlLw2oU79-Foy0yzOYljcj-cOAtg,,indonesia,yes
Ricky Smartphone.id,Jl. Catur Warga No.16 ABC,2 817-4772-519,,https://www.facebook.com/ricky.id.798/?paipv=0&eav=AfaRlS-SJLylNG2iVv8k5m7KL7cvPbcaBVHF-kzSkfows0Ay8eAcpypZarTUMn-TVgY&_rdr,,indonesia,yes
Doran Gadget,"Jalan Lebak Jaya II Tengah No. 2, Surabaya, Indonesia, East Java",2 878-3460-1568,dorangadget.com,https://www.facebook.com/doranofficialstore/,dorangadget@gmail.com,indonesia,yes
Borneo Smart Phone,"C442+748, Jl. Majapahit",2 853-8665-5558,,https://www.facebook.com/p/BORNEO-SMARTPHONE-100067166935093/?paipv=0&eav=AfYw_oJwR3iYD2MqR2qEQQWUpuzD9KIILkgSHLh1Fgrgo4Dwtsmo9wHfn8GOZxjmpUY&_rdr,borneoborneo66@gmail.com,indonesia,yes
Sandy Electro,Jl. Catur Warga No.4B,2 813-9000-0246,,https://www.facebook.com/people/Sandy-Electro/100063706620856/,,indonesia,yes
realme Brand Store | Lombok,Jl. Panca Usaha No.24E,2 819-9081-8888,,,,indonesia,yes
Atlantisdahsyat,"Jalan Gajahmada nomor 168 Jempong, Mataram, Indonesia, West Nusa Tenggara",2 817-6616-666,linktr.ee/atlantisdahsyatt?utm_source=linktree_profile_share&ltsid=8779ad8f-ba5f-4ec1-aadf-cf9ce7a8418a,https://www.facebook.com/p/Atlantisdahsyat-100040055366089/,,indonesia,yes
Juragan HP,Jl. Panca Usaha No.12 F,2 853-3859-4068,tokopedia.com/juraganhponline,https://www.facebook.com/juraganhponline/,,indonesia,yes
iColor Apple Service - Semarang,Jl. Gajahmada No.99A,2 821-1651-6563,,,,indonesia,yes
Raja Cellular,Jl. Adi Sucipto No.03,,,https://www.facebook.com/people/Raja-Cellular/100001938345258/?paipv=0&eav=AfZ4uHgSBwEHOMjXCEiI7zt7uiAFvKJywswdd_sy4x_ZzbE5NFBKknb0ONkD_6j3nBA&_rdr,,indonesia,yes
Lombok Smartphone,Jl. Gajah Mada No.15,2 819-9975-0364,,,,indonesia,yes
Ystore repair mataram,"udayana mataram Lombok, Jl. Gili Terawangan Depan Masjid Al-istiqomah",2 877-6511-3071,,,,indonesia,yes
MahatirStoreLombok,Jl. Guru Bangkol No.3 Blok A,2 878-6675-5381,https://z-p42.www.instagram.com/mahatirstore_lombok/?hl=fb-ha,https://www.facebook.com/p/mahatirstore_lombok-100039461479215/?locale=sk_SK,,indonesia,yes
OL HAPE,Jl. Panca Usaha No.22 i,2 370 639525,,,,indonesia,yes
XL Center Outlet Hub Dunia Ponsel,Jl. Catur Warga No.3,2 819-0781-4661,,,,indonesia,yes
RAJAWALI CELL,Jl. Yos Sudarso No.111,2 818-0361-1333,,https://www.facebook.com/rajawaliservicehp/,,indonesia,yes
RongxStore,Gg. Fatoni No.3,2 853-3880-5846,linktr.ee/Rongxstore,https://www.facebook.com/rongxstoree/?locale=ms_MY&paipv=0&eav=AfYXXPKkAnRk2lhGqAJeJEDOsWSZjT_YQZfuQ8R1LERAwSbu0ctQ6_Fi_65IPwjDRME&_rdr,,indonesia,yes
Toni phone,"C463+8R7, Jl. Abdul Kadir Munsyi",,,https://www.facebook.com/p/toni-phone-100079407803584/?paipv=0&eav=AfYDAKaPreVjWrd39eFXBF37FxpW6Ol1WbDosv8l559PShxe26ypcAVt8TTaAmuh6yk&_rdr,destianggraeni123@gmail.com,indonesia,yes
